dest_state,year,state_total_received,nationality,state_nationality_received,dest_city,city_nationality_received,total
Alabama,2015,97,Burma,14,Birmingham,1,66517
Alabama,2015,97,Burma,14,Mobile,13,66517
Alabama,2015,97,Colombia,8,Mobile,8,66517
Alabama,2015,97,Dem. Rep. Congo,42,Mobile,42,66517
Alabama,2015,97,Ethiopia,1,Guntersville,1,66517
Alabama,2015,97,Iran,5,Mobile,5,66517
Alabama,2015,97,Iraq,16,Mobile,16,66517
Alabama,2015,97,Somalia,10,Mobile,10,66517
Alabama,2015,97,Sudan,1,Mobile,1,66517
Alaska,2015,110,Bhutan,4,Anchorage,4,66517
Alaska,2015,110,Burma,17,Anchorage,17,66517
Alaska,2015,110,Dem. Rep. Congo,6,Anchorage,6,66517
Alaska,2015,110,Eritrea,8,Anchorage,8,66517
Alaska,2015,110,Ethiopia,2,Anchorage,2,66517
Alaska,2015,110,Iraq,2,Anchorage,2,66517
Alaska,2015,110,Russia,1,Fairbanks,1,66517
Alaska,2015,110,Rwanda,6,Anchorage,6,66517
Alaska,2015,110,Somalia,46,Anchorage,46,66517
Alaska,2015,110,Sudan,10,Anchorage,10,66517
Alaska,2015,110,Ukraine,7,Anchorage,3,66517
Alaska,2015,110,Ukraine,7,Wasilla,4,66517
Alaska,2015,110,Uzbekistan,1,Anchorage,1,66517
Arizona,2015,2960,Afghanistan,37,Glendale,9,66517
Arizona,2015,2960,Afghanistan,37,Phoenix,24,66517
Arizona,2015,2960,Afghanistan,37,Tucson,4,66517
Arizona,2015,2960,Bhutan,61,Glendale,27,66517
Arizona,2015,2960,Bhutan,61,Phoenix,12,66517
Arizona,2015,2960,Bhutan,61,Tucson,22,66517
Arizona,2015,2960,Burma,437,Flagstaff,1,66517
Arizona,2015,2960,Burma,437,Glendale,213,66517
Arizona,2015,2960,Burma,437,Phoenix,212,66517
Arizona,2015,2960,Burma,437,Tucson,11,66517
Arizona,2015,2960,Burundi,166,Glendale,19,66517
Arizona,2015,2960,Burundi,166,Phoenix,20,66517
Arizona,2015,2960,Burundi,166,Tucson,127,66517
Arizona,2015,2960,Cameroon,1,Tucson,1,66517
Arizona,2015,2960,Central African Republic,1,Glendale,1,66517
Arizona,2015,2960,Chad,3,Tucson,3,66517
Arizona,2015,2960,China,1,Glendale,1,66517
Arizona,2015,2960,Colombia,15,Glendale,14,66517
Arizona,2015,2960,Colombia,15,Phoenix,1,66517
Arizona,2015,2960,Cuba,36,Glendale,18,66517
Arizona,2015,2960,Cuba,36,Phoenix,12,66517
Arizona,2015,2960,Cuba,36,Tucson,6,66517
Arizona,2015,2960,Dem. Rep. Congo,696,Glendale,127,66517
Arizona,2015,2960,Dem. Rep. Congo,696,Phoenix,279,66517
Arizona,2015,2960,Dem. Rep. Congo,696,Tucson,290,66517
Arizona,2015,2960,Equatorial Guinea,2,Tucson,2,66517
Arizona,2015,2960,Eritrea,120,Glendale,17,66517
Arizona,2015,2960,Eritrea,120,Phoenix,34,66517
Arizona,2015,2960,Eritrea,120,Tucson,69,66517
Arizona,2015,2960,Ethiopia,38,Glendale,4,66517
Arizona,2015,2960,Ethiopia,38,Phoenix,18,66517
Arizona,2015,2960,Ethiopia,38,Tucson,16,66517
Arizona,2015,2960,Iran,53,Chandler,1,66517
Arizona,2015,2960,Iran,53,Glendale,9,66517
Arizona,2015,2960,Iran,53,Mesa,2,66517
Arizona,2015,2960,Iran,53,Phoenix,31,66517
Arizona,2015,2960,Iran,53,Scottsdale,1,66517
Arizona,2015,2960,Iran,53,Surprise,3,66517
Arizona,2015,2960,Iran,53,Tempe,4,66517
Arizona,2015,2960,Iran,53,Tucson,2,66517
Arizona,2015,2960,Iraq,442,Buckeye,1,66517
Arizona,2015,2960,Iraq,442,Chandler,6,66517
Arizona,2015,2960,Iraq,442,Glendale,177,66517
Arizona,2015,2960,Iraq,442,Mesa,11,66517
Arizona,2015,2960,Iraq,442,Phoenix,149,66517
Arizona,2015,2960,Iraq,442,Scottsdale,4,66517
Arizona,2015,2960,Iraq,442,Sierra Vista,5,66517
Arizona,2015,2960,Iraq,442,Tucson,89,66517
Arizona,2015,2960,Ivory Coast,1,Tucson,1,66517
Arizona,2015,2960,Pakistan,1,Glendale,1,66517
Arizona,2015,2960,Palestine,9,Phoenix,1,66517
Arizona,2015,2960,Palestine,9,Tucson,8,66517
Arizona,2015,2960,Republic of South Sudan,17,Glendale,14,66517
Arizona,2015,2960,Republic of South Sudan,17,Phoenix,3,66517
Arizona,2015,2960,Rwanda,13,Phoenix,6,66517
Arizona,2015,2960,Rwanda,13,Tucson,7,66517
Arizona,2015,2960,Senegal,1,Phoenix,1,66517
Arizona,2015,2960,Somalia,522,Glendale,130,66517
Arizona,2015,2960,Somalia,522,Phoenix,256,66517
Arizona,2015,2960,Somalia,522,Tucson,136,66517
Arizona,2015,2960,Sudan,117,Glendale,5,66517
Arizona,2015,2960,Sudan,117,Phoenix,27,66517
Arizona,2015,2960,Sudan,117,Tucson,85,66517
Arizona,2015,2960,Syria,168,Glendale,58,66517
Arizona,2015,2960,Syria,168,Phoenix,47,66517
Arizona,2015,2960,Syria,168,Tucson,63,66517
Arizona,2015,2960,Turkey,2,Tuscon,2,66517
Arkansas,2015,11,Burma,11,Clarksville,11,66517
California,2015,5611,Afghanistan,268,Antelope,4,66517
California,2015,5611,Afghanistan,268,Chula Vista,4,66517
California,2015,5611,Afghanistan,268,Davis,1,66517
California,2015,5611,Afghanistan,268,Fontana,6,66517
California,2015,5611,Afghanistan,268,Fullerton,1,66517
California,2015,5611,Afghanistan,268,Garden Grove,1,66517
California,2015,5611,Afghanistan,268,Glendale,3,66517
California,2015,5611,Afghanistan,268,Hayward,3,66517
California,2015,5611,Afghanistan,268,Irvine,4,66517
California,2015,5611,Afghanistan,268,Lancaster,5,66517
California,2015,5611,Afghanistan,268,Los Angeles,8,66517
California,2015,5611,Afghanistan,268,Modesto,11,66517
California,2015,5611,Afghanistan,268,Oakland,19,66517
California,2015,5611,Afghanistan,268,Rosemead,5,66517
California,2015,5611,Afghanistan,268,Sacramento,88,66517
California,2015,5611,Afghanistan,268,San Diego,93,66517
California,2015,5611,Afghanistan,268,San Jose,1,66517
California,2015,5611,Afghanistan,268,Turlock,4,66517
California,2015,5611,Afghanistan,268,Walnut Creek,2,66517
California,2015,5611,Afghanistan,268,Winnetka,5,66517
California,2015,5611,Armenia,23,Glendale,4,66517
California,2015,5611,Armenia,23,Madera,4,66517
California,2015,5611,Armenia,23,Rancho Cordova,10,66517
California,2015,5611,Armenia,23,Van Nuys,5,66517
California,2015,5611,Belarus,29,Antelope,1,66517
California,2015,5611,Belarus,29,Citrus Heights,9,66517
California,2015,5611,Belarus,29,Fair Oaks,6,66517
California,2015,5611,Belarus,29,North Highlands,3,66517
California,2015,5611,Belarus,29,Sacramento,5,66517
California,2015,5611,Belarus,29,West Sacramento,5,66517
California,2015,5611,Bhutan,12,Castro Valley,3,66517
California,2015,5611,Bhutan,12,Oakland,8,66517
California,2015,5611,Bhutan,12,San Diego,1,66517
California,2015,5611,Burma,322,Arcadia,2,66517
California,2015,5611,Burma,322,Auburn,1,66517
California,2015,5611,Burma,322,Concord,1,66517
California,2015,5611,Burma,322,Culver City,6,66517
California,2015,5611,Burma,322,El Cajon,10,66517
California,2015,5611,Burma,322,Garden Grove,4,66517
California,2015,5611,Burma,322,Glendale,8,66517
California,2015,5611,Burma,322,Hawthorne,4,66517
California,2015,5611,Burma,322,Inglewood,6,66517
California,2015,5611,Burma,322,La Puente,1,66517
California,2015,5611,Burma,322,Los Angeles,9,66517
California,2015,5611,Burma,322,Oakland,94,66517
California,2015,5611,Burma,322,Sacramento,9,66517
California,2015,5611,Burma,322,San Diego,154,66517
California,2015,5611,Burma,322,San Jose,6,66517
California,2015,5611,Burma,322,Union City,2,66517
California,2015,5611,Burma,322,West Covina,5,66517
California,2015,5611,Burundi,55,San Diego,55,66517
California,2015,5611,Cameroon,1,San Jose,1,66517
California,2015,5611,China,2,Oakland,2,66517
California,2015,5611,Colombia,18,Oakland,6,66517
California,2015,5611,Colombia,18,Sacramento,4,66517
California,2015,5611,Colombia,18,San Diego,6,66517
California,2015,5611,Colombia,18,Walnut Creek,2,66517
California,2015,5611,Cuba,7,Downey,1,66517
California,2015,5611,Cuba,7,El Monte,1,66517
California,2015,5611,Cuba,7,Los Angeles,4,66517
California,2015,5611,Cuba,7,Victorville,1,66517
California,2015,5611,Dem. Rep. Congo,281,Los Angeles,7,66517
California,2015,5611,Dem. Rep. Congo,281,Oakland,5,66517
California,2015,5611,Dem. Rep. Congo,281,Sacramento,3,66517
California,2015,5611,Dem. Rep. Congo,281,San Diego,265,66517
California,2015,5611,Dem. Rep. Congo,281,San Jose,1,66517
California,2015,5611,Egypt,7,Sacramento,4,66517
California,2015,5611,Egypt,7,San Diego,3,66517
California,2015,5611,Eritrea,71,Bellflower,1,66517
California,2015,5611,Eritrea,71,Fullerton,3,66517
California,2015,5611,Eritrea,71,Los Angeles,1,66517
California,2015,5611,Eritrea,71,Oakland,37,66517
California,2015,5611,Eritrea,71,Sacramento,3,66517
California,2015,5611,Eritrea,71,San Diego,17,66517
California,2015,5611,Eritrea,71,San Jose,8,66517
California,2015,5611,Eritrea,71,Santa Rosa,1,66517
California,2015,5611,Ethiopia,20,Oakland,2,66517
California,2015,5611,Ethiopia,20,San Diego,18,66517
California,2015,5611,Georgia,1,Walnut Creek,1,66517
California,2015,5611,Iran,1887,Alhambra,9,66517
California,2015,5611,Iran,1887,Anaheim,8,66517
California,2015,5611,Iran,1887,Brea,3,66517
California,2015,5611,Iran,1887,Burbank,43,66517
California,2015,5611,Iran,1887,Camarillo,4,66517
California,2015,5611,Iran,1887,Canoga Park,10,66517
California,2015,5611,Iran,1887,Carmichael,7,66517
California,2015,5611,Iran,1887,Chatsworth,1,66517
California,2015,5611,Iran,1887,Citrus Heights,4,66517
California,2015,5611,Iran,1887,Corona Del Mar,3,66517
California,2015,5611,Iran,1887,Downey,1,66517
California,2015,5611,Iran,1887,Encinitas,1,66517
California,2015,5611,Iran,1887,Encino,6,66517
California,2015,5611,Iran,1887,Escondido,2,66517
California,2015,5611,Iran,1887,Fair Oaks,1,66517
California,2015,5611,Iran,1887,Folsom,3,66517
California,2015,5611,Iran,1887,Fort Irwin,1,66517
California,2015,5611,Iran,1887,Garden Grove,4,66517
California,2015,5611,Iran,1887,Glendale,988,66517
California,2015,5611,Iran,1887,Granada Hills,4,66517
California,2015,5611,Iran,1887,Irvine,15,66517
California,2015,5611,Iran,1887,La Canada,1,66517
California,2015,5611,Iran,1887,La Crescenta,14,66517
California,2015,5611,Iran,1887,La Palma,3,66517
California,2015,5611,Iran,1887,La Quinta,1,66517
California,2015,5611,Iran,1887,Ladera Ranch,1,66517
California,2015,5611,Iran,1887,Laguna Niguel,1,66517
California,2015,5611,Iran,1887,Los Angeles,283,66517
California,2015,5611,Iran,1887,Los Gatos,75,66517
California,2015,5611,Iran,1887,Modesto,2,66517
California,2015,5611,Iran,1887,Moreno Valley,2,66517
California,2015,5611,Iran,1887,North Hollywood,2,66517
California,2015,5611,Iran,1887,Northridge,9,66517
California,2015,5611,Iran,1887,Oakland,18,66517
California,2015,5611,Iran,1887,Orange County,3,66517
California,2015,5611,Iran,1887,Palmdale,2,66517
California,2015,5611,Iran,1887,Pasadena,4,66517
California,2015,5611,Iran,1887,Placentia,1,66517
California,2015,5611,Iran,1887,Pomona,2,66517
California,2015,5611,Iran,1887,Porter Ranch,1,66517
California,2015,5611,Iran,1887,Rancho Palos Verdes,5,66517
California,2015,5611,Iran,1887,Rancho Santa Margarita,5,66517
California,2015,5611,Iran,1887,Redlands,3,66517
California,2015,5611,Iran,1887,Reseda,11,66517
California,2015,5611,Iran,1887,Sacramento,47,66517
California,2015,5611,Iran,1887,San Diego,52,66517
California,2015,5611,Iran,1887,San Gabriel,1,66517
California,2015,5611,Iran,1887,San Jose,27,66517
California,2015,5611,Iran,1887,Santa Ana,1,66517
California,2015,5611,Iran,1887,Santa Clarita,6,66517
California,2015,5611,Iran,1887,Santa Monica,1,66517
California,2015,5611,Iran,1887,Sherman Oaks,1,66517
California,2015,5611,Iran,1887,Simi Valley,1,66517
California,2015,5611,Iran,1887,Sun Valley,9,66517
California,2015,5611,Iran,1887,Sunland,12,66517
California,2015,5611,Iran,1887,Tarzana,15,66517
California,2015,5611,Iran,1887,Torrance,5,66517
California,2015,5611,Iran,1887,Tujunga,24,66517
California,2015,5611,Iran,1887,Turlock,54,66517
California,2015,5611,Iran,1887,Van Nuys,2,66517
California,2015,5611,Iran,1887,Vista,2,66517
California,2015,5611,Iran,1887,Walnut Creek,25,66517
California,2015,5611,Iran,1887,West Hills,7,66517
California,2015,5611,Iran,1887,Winnetka,5,66517
California,2015,5611,Iran,1887,Woodland Hills,23,66517
California,2015,5611,Iraq,1377,Anaheim,30,66517
California,2015,5611,Iraq,1377,Antelope,1,66517
California,2015,5611,Iraq,1377,Antioch,3,66517
California,2015,5611,Iraq,1377,Carmichael,20,66517
California,2015,5611,Iraq,1377,Citrus Heights,1,66517
California,2015,5611,Iraq,1377,Corona,1,66517
California,2015,5611,Iraq,1377,Covina,7,66517
California,2015,5611,Iraq,1377,Daly City,4,66517
California,2015,5611,Iraq,1377,El Cajon,255,66517
California,2015,5611,Iraq,1377,Escondido,4,66517
California,2015,5611,Iraq,1377,Fountain Valley,5,66517
California,2015,5611,Iraq,1377,Garden Grove,7,66517
California,2015,5611,Iraq,1377,Glendale,43,66517
California,2015,5611,Iraq,1377,Granada Hills,4,66517
California,2015,5611,Iraq,1377,Granite Bay,3,66517
California,2015,5611,Iraq,1377,Irvine,22,66517
California,2015,5611,Iraq,1377,Jamul,6,66517
California,2015,5611,Iraq,1377,La Mesa,5,66517
California,2015,5611,Iraq,1377,La Palma,4,66517
California,2015,5611,Iraq,1377,La Quinta,3,66517
California,2015,5611,Iraq,1377,Lakeside,3,66517
California,2015,5611,Iraq,1377,Los Angeles,34,66517
California,2015,5611,Iraq,1377,Los Gatos,15,66517
California,2015,5611,Iraq,1377,Marina,2,66517
California,2015,5611,Iraq,1377,Mentone,1,66517
California,2015,5611,Iraq,1377,Mission Viejo,1,66517
California,2015,5611,Iraq,1377,Modesto,10,66517
California,2015,5611,Iraq,1377,Moreno Valley,16,66517
California,2015,5611,Iraq,1377,North Hollywood,1,66517
California,2015,5611,Iraq,1377,Northridge,4,66517
California,2015,5611,Iraq,1377,Oakland,35,66517
California,2015,5611,Iraq,1377,Oceanside,2,66517
California,2015,5611,Iraq,1377,Redlands,1,66517
California,2015,5611,Iraq,1377,Riverbank,2,66517
California,2015,5611,Iraq,1377,Riverside,5,66517
California,2015,5611,Iraq,1377,Sacramento,184,66517
California,2015,5611,Iraq,1377,Salinas,1,66517
California,2015,5611,Iraq,1377,San Diego,557,66517
California,2015,5611,Iraq,1377,San Francisco,1,66517
California,2015,5611,Iraq,1377,San Gabriel,3,66517
California,2015,5611,Iraq,1377,San Jose,20,66517
California,2015,5611,Iraq,1377,Santa Ana,3,66517
California,2015,5611,Iraq,1377,Santa Rosa,4,66517
California,2015,5611,Iraq,1377,Santee,14,66517
California,2015,5611,Iraq,1377,Spring Valley,5,66517
California,2015,5611,Iraq,1377,Stanton,4,66517
California,2015,5611,Iraq,1377,Torrance,1,66517
California,2015,5611,Iraq,1377,Turlock,10,66517
California,2015,5611,Iraq,1377,Walnut Creek,9,66517
California,2015,5611,Iraq,1377,Whittier,1,66517
California,2015,5611,Kazakhstan,9,Los Angeles,6,66517
California,2015,5611,Kazakhstan,9,Sacramento,3,66517
California,2015,5611,"Korea, North",1,Oakland,1,66517
California,2015,5611,Kuwait,1,Sacramento,1,66517
California,2015,5611,Moldova,89,Antelope,14,66517
California,2015,5611,Moldova,89,Carmichael,4,66517
California,2015,5611,Moldova,89,Citrus Heights,5,66517
California,2015,5611,Moldova,89,North Highlands,12,66517
California,2015,5611,Moldova,89,Rancho Cordova,15,66517
California,2015,5611,Moldova,89,Sacramento,36,66517
California,2015,5611,Moldova,89,San Diego,3,66517
California,2015,5611,Nepal,1,Garden Grove,1,66517
California,2015,5611,Pakistan,14,Oakland,7,66517
California,2015,5611,Pakistan,14,San Pablo,6,66517
California,2015,5611,Pakistan,14,West Sacramento,1,66517
California,2015,5611,Palestine,41,Modesto,4,66517
California,2015,5611,Palestine,41,Sacramento,37,66517
California,2015,5611,Republic of South Sudan,7,San Diego,7,66517
California,2015,5611,Russia,84,Antelope,7,66517
California,2015,5611,Russia,84,Carmichael,19,66517
California,2015,5611,Russia,84,Citrus Heights,17,66517
California,2015,5611,Russia,84,Linda,1,66517
California,2015,5611,Russia,84,Los Angeles,6,66517
California,2015,5611,Russia,84,Los Gatos,2,66517
California,2015,5611,Russia,84,North Highlands,4,66517
California,2015,5611,Russia,84,Rancho Cordova,8,66517
California,2015,5611,Russia,84,Rio Linda,5,66517
California,2015,5611,Russia,84,Roseville,1,66517
California,2015,5611,Russia,84,Sacramento,14,66517
California,2015,5611,Rwanda,5,San Diego,5,66517
California,2015,5611,Somalia,275,Anaheim,6,66517
California,2015,5611,Somalia,275,Garden Grove,3,66517
California,2015,5611,Somalia,275,Inglewood,8,66517
California,2015,5611,Somalia,275,Oakland,8,66517
California,2015,5611,Somalia,275,San Diego,226,66517
California,2015,5611,Somalia,275,San Jose,13,66517
California,2015,5611,Somalia,275,San Juan Capistrano,11,66517
California,2015,5611,South Africa,1,Glendale,1,66517
California,2015,5611,Sri Lanka (Ceylon),10,Oakland,6,66517
California,2015,5611,Sri Lanka (Ceylon),10,San Diego,4,66517
California,2015,5611,Sudan,22,San Diego,22,66517
California,2015,5611,Syria,257,Anaheim,7,66517
California,2015,5611,Syria,257,Fair Oaks,25,66517
California,2015,5611,Syria,257,Glendale,11,66517
California,2015,5611,Syria,257,Irvine,7,66517
California,2015,5611,Syria,257,Los Angeles,7,66517
California,2015,5611,Syria,257,Los Gatos,2,66517
California,2015,5611,Syria,257,Modesto,22,66517
California,2015,5611,Syria,257,Moorpark,8,66517
California,2015,5611,Syria,257,Oakland,10,66517
California,2015,5611,Syria,257,Pasadena,2,66517
California,2015,5611,Syria,257,Plumas Lake,7,66517
California,2015,5611,Syria,257,Sacramento,52,66517
California,2015,5611,Syria,257,San Diego,74,66517
California,2015,5611,Syria,257,San Jose,2,66517
California,2015,5611,Syria,257,Santa Ana,2,66517
California,2015,5611,Syria,257,Turlock,14,66517
California,2015,5611,Syria,257,Walnut Creek,1,66517
California,2015,5611,Syria,257,West Covina,4,66517
California,2015,5611,Tunisia,4,San Diego,4,66517
California,2015,5611,Uganda,10,Garden Grove,5,66517
California,2015,5611,Uganda,10,Long Beach,2,66517
California,2015,5611,Uganda,10,Oakland,1,66517
California,2015,5611,Uganda,10,Walnut Creek,2,66517
California,2015,5611,Ukraine,386,Antelope,47,66517
California,2015,5611,Ukraine,386,Carmichael,10,66517
California,2015,5611,Ukraine,386,Chino,6,66517
California,2015,5611,Ukraine,386,Citrus Heights,80,66517
California,2015,5611,Ukraine,386,Elverta,3,66517
California,2015,5611,Ukraine,386,Fresno,18,66517
California,2015,5611,Ukraine,386,Los Angeles,2,66517
California,2015,5611,Ukraine,386,Los Gatos,1,66517
California,2015,5611,Ukraine,386,Marina Del Rey,1,66517
California,2015,5611,Ukraine,386,Modesto,13,66517
California,2015,5611,Ukraine,386,North Highlands,15,66517
California,2015,5611,Ukraine,386,Rancho Cordova,18,66517
California,2015,5611,Ukraine,386,Rio Linda,1,66517
California,2015,5611,Ukraine,386,Rocklin,13,66517
California,2015,5611,Ukraine,386,Roseville,5,66517
California,2015,5611,Ukraine,386,Sacramento,131,66517
California,2015,5611,Ukraine,386,San Diego,8,66517
California,2015,5611,Ukraine,386,San Francisco,4,66517
California,2015,5611,Ukraine,386,Turlock,8,66517
California,2015,5611,Ukraine,386,West Sacramento,2,66517
California,2015,5611,Uzbekistan,13,Sacramento,9,66517
California,2015,5611,Uzbekistan,13,San Diego,2,66517
California,2015,5611,Uzbekistan,13,West Sacramento,2,66517
Colorado,2015,1625,Afghanistan,20,Colorado Springs,10,66517
Colorado,2015,1625,Afghanistan,20,Denver,10,66517
Colorado,2015,1625,Armenia,5,Denver,5,66517
Colorado,2015,1625,Belarus,9,Denver,9,66517
Colorado,2015,1625,Bhutan,179,Aurora,38,66517
Colorado,2015,1625,Bhutan,179,Colorado Springs,1,66517
Colorado,2015,1625,Bhutan,179,Denver,140,66517
Colorado,2015,1625,Burma,632,Aurora,92,66517
Colorado,2015,1625,Burma,632,Colorado Springs,9,66517
Colorado,2015,1625,Burma,632,Den,2,66517
Colorado,2015,1625,Burma,632,Denver,340,66517
Colorado,2015,1625,Burma,632,Grand Junction,2,66517
Colorado,2015,1625,Burma,632,Greeley,187,66517
Colorado,2015,1625,Burundi,24,Colorado Springs,13,66517
Colorado,2015,1625,Burundi,24,Denver,11,66517
Colorado,2015,1625,Central African Republic,5,Colorado Springs,4,66517
Colorado,2015,1625,Central African Republic,5,Denver,1,66517
Colorado,2015,1625,China,4,Denver,4,66517
Colorado,2015,1625,Congo,1,Denver,1,66517
Colorado,2015,1625,Cuba,4,Colorado Springs,1,66517
Colorado,2015,1625,Cuba,4,Denver,3,66517
Colorado,2015,1625,Dem. Rep. Congo,171,Aurora,2,66517
Colorado,2015,1625,Dem. Rep. Congo,171,Colorado Springs,22,66517
Colorado,2015,1625,Dem. Rep. Congo,171,Conifer,10,66517
Colorado,2015,1625,Dem. Rep. Congo,171,Denver,137,66517
Colorado,2015,1625,El Salvador,1,Denver,1,66517
Colorado,2015,1625,Eritrea,47,Centennial,3,66517
Colorado,2015,1625,Eritrea,47,Colorado Springs,1,66517
Colorado,2015,1625,Eritrea,47,Denver,37,66517
Colorado,2015,1625,Eritrea,47,Fort Morgan,1,66517
Colorado,2015,1625,Eritrea,47,Greeley,3,66517
Colorado,2015,1625,Eritrea,47,Thornton,2,66517
Colorado,2015,1625,Ethiopia,22,Aurora,7,66517
Colorado,2015,1625,Ethiopia,22,Denver,11,66517
Colorado,2015,1625,Ethiopia,22,Greeley,4,66517
Colorado,2015,1625,Iran,13,Aurora,2,66517
Colorado,2015,1625,Iran,13,Denver,11,66517
Colorado,2015,1625,Iraq,249,Aurora,21,66517
Colorado,2015,1625,Iraq,249,Colorado Springs,47,66517
Colorado,2015,1625,Iraq,249,Denver,176,66517
Colorado,2015,1625,Iraq,249,Greeley,5,66517
Colorado,2015,1625,"Korea, North",2,Denver,2,66517
Colorado,2015,1625,Moldova,8,Denver,8,66517
Colorado,2015,1625,Nepal,1,Aurora,1,66517
Colorado,2015,1625,Republic of South Sudan,4,Boulder,3,66517
Colorado,2015,1625,Republic of South Sudan,4,Denver,1,66517
Colorado,2015,1625,Russia,4,Denver,4,66517
Colorado,2015,1625,Rwanda,12,Denver,12,66517
Colorado,2015,1625,Saudi Arabia,1,Denver,1,66517
Colorado,2015,1625,Senegal,1,Denver,1,66517
Colorado,2015,1625,Somalia,117,Aurora,1,66517
Colorado,2015,1625,Somalia,117,Colorado Springs,1,66517
Colorado,2015,1625,Somalia,117,Denver,84,66517
Colorado,2015,1625,Somalia,117,Fort Morgan,1,66517
Colorado,2015,1625,Somalia,117,Greeley,30,66517
Colorado,2015,1625,Sri Lanka (Ceylon),1,Colorado Springs,1,66517
Colorado,2015,1625,Sudan,19,Denver,19,66517
Colorado,2015,1625,Syria,14,Denver,14,66517
Colorado,2015,1625,Uganda,2,Denver,1,66517
Colorado,2015,1625,Uganda,2,Greeley,1,66517
Colorado,2015,1625,Ukraine,52,Aurora,9,66517
Colorado,2015,1625,Ukraine,52,Commerce City,4,66517
Colorado,2015,1625,Ukraine,52,Denver,38,66517
Colorado,2015,1625,Ukraine,52,Lakewood,1,66517
Colorado,2015,1625,Zimbabwe,1,Denver,1,66517
Connecticut,2015,510,Afghanistan,11,Hartford,7,66517
Connecticut,2015,510,Afghanistan,11,New Haven,4,66517
Connecticut,2015,510,Bhutan,1,Hartford,1,66517
Connecticut,2015,510,Burma,41,Hartford,35,66517
Connecticut,2015,510,Burma,41,Waterbury,1,66517
Connecticut,2015,510,Burma,41,Wethersfield,5,66517
Connecticut,2015,510,Burundi,8,Bridgeport,6,66517
Connecticut,2015,510,Burundi,8,Hartford,2,66517
Connecticut,2015,510,Central African Republic,1,Bridgeport,1,66517
Connecticut,2015,510,Colombia,6,New Haven,6,66517
Connecticut,2015,510,Dem. Rep. Congo,114,Bridgeport,40,66517
Connecticut,2015,510,Dem. Rep. Congo,114,Derby,3,66517
Connecticut,2015,510,Dem. Rep. Congo,114,Hartford,33,66517
Connecticut,2015,510,Dem. Rep. Congo,114,New Haven,38,66517
Connecticut,2015,510,Eritrea,29,Bridgeport,14,66517
Connecticut,2015,510,Eritrea,29,New Haven,15,66517
Connecticut,2015,510,Ethiopia,4,Bridgeport,3,66517
Connecticut,2015,510,Ethiopia,4,Hartford,1,66517
Connecticut,2015,510,Iran,7,Branford,1,66517
Connecticut,2015,510,Iran,7,Bristol,1,66517
Connecticut,2015,510,Iran,7,New Haven,5,66517
Connecticut,2015,510,Iraq,67,Bridgeport,2,66517
Connecticut,2015,510,Iraq,67,Hartford,22,66517
Connecticut,2015,510,Iraq,67,New Haven,29,66517
Connecticut,2015,510,Iraq,67,Wallingford,6,66517
Connecticut,2015,510,Iraq,67,Waterbury,5,66517
Connecticut,2015,510,Iraq,67,West Hartford,3,66517
Connecticut,2015,510,Rwanda,13,Bridgeport,3,66517
Connecticut,2015,510,Rwanda,13,New Haven,10,66517
Connecticut,2015,510,Somalia,114,Hartford,114,66517
Connecticut,2015,510,Sudan,22,Hartford,13,66517
Connecticut,2015,510,Sudan,22,New Haven,6,66517
Connecticut,2015,510,Sudan,22,Waterbury,3,66517
Connecticut,2015,510,Syria,61,Bristol,3,66517
Connecticut,2015,510,Syria,61,Hartford,13,66517
Connecticut,2015,510,Syria,61,New Haven,41,66517
Connecticut,2015,510,Syria,61,West Haven,4,66517
Connecticut,2015,510,Ukraine,11,Southbury,11,66517
Delaware,2015,3,Sri Lanka (Ceylon),3,Hockessin,3,66517
District of Columbia,2015,4,Eritrea,2,Washington,2,66517
District of Columbia,2015,4,Iran,1,Washington,1,66517
District of Columbia,2015,4,Uganda,1,Washington,1,66517
Florida,2015,2309,Afghanistan,19,Clearwater,1,66517
Florida,2015,2309,Afghanistan,19,Jacksonville,13,66517
Florida,2015,2309,Afghanistan,19,Tampa,5,66517
Florida,2015,2309,Belarus,1,Apopka,1,66517
Florida,2015,2309,Burma,392,Boynton Beach,1,66517
Florida,2015,2309,Burma,392,Clearwater,2,66517
Florida,2015,2309,Burma,392,Davie,3,66517
Florida,2015,2309,Burma,392,Delray Beach,22,66517
Florida,2015,2309,Burma,392,Doral,3,66517
Florida,2015,2309,Burma,392,Greenacres,1,66517
Florida,2015,2309,Burma,392,Jacksonville,281,66517
Florida,2015,2309,Burma,392,Lake Worth,4,66517
Florida,2015,2309,Burma,392,Miami,2,66517
Florida,2015,2309,Burma,392,North Miami Beach,2,66517
Florida,2015,2309,Burma,392,Orlando,15,66517
Florida,2015,2309,Burma,392,Plantation,1,66517
Florida,2015,2309,Burma,392,Port Saint Lucie,1,66517
Florida,2015,2309,Burma,392,Tampa,54,66517
Florida,2015,2309,Burundi,12,Clearwater,1,66517
Florida,2015,2309,Burundi,12,Orlando,11,66517
Florida,2015,2309,Central African Republic,7,Jacksonville,7,66517
Florida,2015,2309,Colombia,178,Clearwater,3,66517
Florida,2015,2309,Colombia,178,Delray Beach,26,66517
Florida,2015,2309,Colombia,178,Doral,10,66517
Florida,2015,2309,Colombia,178,Jacksonville,25,66517
Florida,2015,2309,Colombia,178,Lauderdale Lakes,5,66517
