"nationality","year","nationality_total","dest_state","state_nationality_received","dest_city","city_nationality_received","total"
"Burma",2018,"3,771","Indiana","365","Indianapolis",251,"22,874"
"Burma",2018,"3,771","Indiana","365","Southport",5,"22,874"
"Burma",2018,"3,771","Iowa","128","Clive",9,"22,874"
"Burma",2018,"3,771","Iowa","128","Des Moines",78,"22,874"
"Burma",2018,"3,771","Iowa","128","Marshalltown",8,"22,874"
"Burma",2018,"3,771","Iowa","128","Storm Lake",4,"22,874"
"Burma",2018,"3,771","Iowa","128","Urbandale",5,"22,874"
"Burma",2018,"3,771","Iowa","128","Waterloo",24,"22,874"
"Burma",2018,"3,771","Kansas","82","Garden City",25,"22,874"
"Burma",2018,"3,771","Kansas","82","Kansas City",55,"22,874"
"Burma",2018,"3,771","Kansas","82","Shawnee",1,"22,874"
"Burma",2018,"3,771","Kansas","82","Wichita",1,"22,874"
"Burma",2018,"3,771","Kentucky","140","Bowling Green",47,"22,874"
"Burma",2018,"3,771","Kentucky","140","Columbia",1,"22,874"
"Burma",2018,"3,771","Kentucky","140","Louisville",37,"22,874"
"Burma",2018,"3,771","Kentucky","140","Owensboro",55,"22,874"
"Burma",2018,"3,771","Maryland","31","Baltimore",31,"22,874"
"Burma",2018,"3,771","Massachusetts","4","Lowell",2,"22,874"
"Burma",2018,"3,771","Massachusetts","4","Merrimac",1,"22,874"
"Burma",2018,"3,771","Massachusetts","4","Worcester",1,"22,874"
"Burma",2018,"3,771","Michigan","88","Battle Creek",9,"22,874"
"Burma",2018,"3,771","Michigan","88","Grand Rapids",59,"22,874"
"Burma",2018,"3,771","Michigan","88","Lansing",20,"22,874"
"Burma",2018,"3,771","Minnesota","318","Albert Lea",6,"22,874"
"Burma",2018,"3,771","Minnesota","318","Austin",21,"22,874"
"Burma",2018,"3,771","Minnesota","318","Minneapolis",136,"22,874"
"Burma",2018,"3,771","Minnesota","318","Saint Paul",147,"22,874"
"Burma",2018,"3,771","Minnesota","318","Worthington",8,"22,874"
"Burma",2018,"3,771","Missouri","47","Columbia",12,"22,874"
"Burma",2018,"3,771","Missouri","47","Kansas City",22,"22,874"
"Burma",2018,"3,771","Missouri","47","Saint Joseph",9,"22,874"
"Burma",2018,"3,771","Missouri","47","Saint Louis",3,"22,874"
"Burma",2018,"3,771","Missouri","47","Springfield",1,"22,874"
"Burma",2018,"3,771","Nebraska","133","Crete",5,"22,874"
"Burma",2018,"3,771","Nebraska","133","Lincoln",20,"22,874"
"Burma",2018,"3,771","Nebraska","133","Norfolk",3,"22,874"
"Burma",2018,"3,771","Nebraska","133","Omaha",105,"22,874"
"Burma",2018,"3,771","New Hampshire","24","Concord",3,"22,874"
"Burma",2018,"3,771","New Hampshire","24","Manchester",2,"22,874"
"Burma",2018,"3,771","New Hampshire","24","Nashua",19,"22,874"
"Burma",2018,"3,771","New York","240","Albany",11,"22,874"
"Burma",2018,"3,771","New York","240","Buffalo",106,"22,874"
"Burma",2018,"3,771","New York","240","Depew",2,"22,874"
"Burma",2018,"3,771","New York","240","Ithaca",2,"22,874"
"Burma",2018,"3,771","New York","240","New York",5,"22,874"
"Burma",2018,"3,771","New York","240","Rensselaer",1,"22,874"
"Burma",2018,"3,771","New York","240","Rochester",18,"22,874"
"Burma",2018,"3,771","New York","240","Rome",1,"22,874"
"Burma",2018,"3,771","New York","240","Syracuse",21,"22,874"
"Burma",2018,"3,771","New York","240","Utica",73,"22,874"
"Burma",2018,"3,771","North Carolina","193","Charlotte",63,"22,874"
"Burma",2018,"3,771","North Carolina","193","Durham",40,"22,874"
"Burma",2018,"3,771","North Carolina","193","Greensboro",4,"22,874"
"Burma",2018,"3,771","North Carolina","193","High Point",16,"22,874"
"Burma",2018,"3,771","North Carolina","193","New Bern",41,"22,874"
"Burma",2018,"3,771","North Carolina","193","Raleigh",2,"22,874"
"Burma",2018,"3,771","North Carolina","193","Winston-Salem",27,"22,874"
"Burma",2018,"3,771","Ohio","49","Akron",20,"22,874"
"Burma",2018,"3,771","Ohio","49","Cleveland",1,"22,874"
"Burma",2018,"3,771","Ohio","49","Columbus",28,"22,874"
"Burma",2018,"3,771","Oklahoma","61","Glenpool",4,"22,874"
"Burma",2018,"3,771","Oklahoma","61","Jenks",16,"22,874"
"Burma",2018,"3,771","Oklahoma","61","Oklahoma City",8,"22,874"
"Burma",2018,"3,771","Oklahoma","61","Tulsa",33,"22,874"
"Burma",2018,"3,771","Oregon","79","Portland",79,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Allentown",1,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Camp Hill",1,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Erie",3,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Lancaster",19,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Middletown",3,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Philadelphia",24,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Pittsburgh",7,"22,874"
"Burma",2018,"3,771","Pennsylvania","59","Roslyn",1,"22,874"
"Burma",2018,"3,771","South Carolina","8","Columbia",6,"22,874"
"Burma",2018,"3,771","South Carolina","8","Greenville",1,"22,874"
"Burma",2018,"3,771","South Carolina","8","Spartanburg",1,"22,874"
"Burma",2018,"3,771","South Dakota","18","Sioux Falls",18,"22,874"
"Burma",2018,"3,771","Tennessee","46","Antioch",3,"22,874"
"Burma",2018,"3,771","Tennessee","46","Nashville",27,"22,874"
"Burma",2018,"3,771","Tennessee","46","Smyrna",16,"22,874"
"Burma",2018,"3,771","Texas","468","Amarillo",53,"22,874"
"Burma",2018,"3,771","Texas","468","Austin",19,"22,874"
"Burma",2018,"3,771","Texas","468","Bay City",1,"22,874"
"Burma",2018,"3,771","Texas","468","Conroe",3,"22,874"
"Burma",2018,"3,771","Texas","468","Dallas",182,"22,874"
"Burma",2018,"3,771","Texas","468","Fort Worth",38,"22,874"
"Burma",2018,"3,771","Texas","468","Grand Prairie",3,"22,874"
"Burma",2018,"3,771","Texas","468","Houston",118,"22,874"
"Burma",2018,"3,771","Texas","468","Howe",1,"22,874"
"Burma",2018,"3,771","Texas","468","Lewisville",5,"22,874"
"Burma",2018,"3,771","Texas","468","Midland",3,"22,874"
"Burma",2018,"3,771","Texas","468","Port Lavaca",2,"22,874"
"Burma",2018,"3,771","Texas","468","San Antonio",40,"22,874"
"Burma",2018,"3,771","Utah","54","Salt Lake City",51,"22,874"
"Burma",2018,"3,771","Utah","54","West Valley City",3,"22,874"
"Burma",2018,"3,771","Vermont","6","Burlington",3,"22,874"
"Burma",2018,"3,771","Vermont","6","Winooski",3,"22,874"
"Burma",2018,"3,771","Virginia","14","Harrisonburg",6,"22,874"
"Burma",2018,"3,771","Virginia","14","Richmond",8,"22,874"
"Burma",2018,"3,771","Washington","59","Kennewick",11,"22,874"
"Burma",2018,"3,771","Washington","59","Kent",7,"22,874"
"Burma",2018,"3,771","Washington","59","Renton",4,"22,874"
"Burma",2018,"3,771","Washington","59","Seattle",22,"22,874"
"Burma",2018,"3,771","Washington","59","Spokane",7,"22,874"
"Burma",2018,"3,771","Washington","59","Tacoma",5,"22,874"
"Burma",2018,"3,771","Washington","59","Tukwila",3,"22,874"
"Burma",2018,"3,771","Wisconsin","298","Appleton",3,"22,874"
"Burma",2018,"3,771","Wisconsin","298","Fond Du Lac",7,"22,874"
"Burma",2018,"3,771","Wisconsin","298","Milwaukee",277,"22,874"
"Burma",2018,"3,771","Wisconsin","298","Oshkosh",1,"22,874"
"Burma",2018,"3,771","Wisconsin","298","Sheboygan",10,"22,874"
"Burundi",2018,"260","Arizona","23","Glendale",3,"22,874"
"Burundi",2018,"260","Arizona","23","Tolleson",8,"22,874"
"Burundi",2018,"260","Arizona","23","Tucson",12,"22,874"
"Burundi",2018,"260","California","1","San Diego",1,"22,874"
"Burundi",2018,"260","Florida","8","Orlando",8,"22,874"
"Burundi",2018,"260","Georgia","5","Atlanta",5,"22,874"
"Burundi",2018,"260","Idaho","5","Boise",5,"22,874"
"Burundi",2018,"260","Illinois","15","Rockford",15,"22,874"
"Burundi",2018,"260","Indiana","1","Fort Wayne",1,"22,874"
"Burundi",2018,"260","Iowa","10","Perry",10,"22,874"
"Burundi",2018,"260","Kentucky","20","Bowling Green",13,"22,874"
"Burundi",2018,"260","Kentucky","20","Lexington",4,"22,874"
"Burundi",2018,"260","Kentucky","20","Louisville",3,"22,874"
"Burundi",2018,"260","Maine","9","Portland",9,"22,874"
"Burundi",2018,"260","Massachusetts","5","Lynn",5,"22,874"
"Burundi",2018,"260","Michigan","11","Grand Rapids",7,"22,874"
"Burundi",2018,"260","Michigan","11","Lansing",4,"22,874"
"Burundi",2018,"260","Missouri","4","Saint Louis",4,"22,874"
"Burundi",2018,"260","Nevada","4","Reno",4,"22,874"
"Burundi",2018,"260","New Hampshire","5","Concord",5,"22,874"
"Burundi",2018,"260","New Jersey","6","Highland Park",6,"22,874"
"Burundi",2018,"260","New Mexico","11","Albuquerque",11,"22,874"
"Burundi",2018,"260","New York","15","Buffalo",9,"22,874"
"Burundi",2018,"260","New York","15","Rochester",1,"22,874"
"Burundi",2018,"260","New York","15","Syracuse",5,"22,874"
"Burundi",2018,"260","Ohio","3","Cleveland",1,"22,874"
"Burundi",2018,"260","Ohio","3","Columbus",2,"22,874"
"Burundi",2018,"260","Oregon","4","Portland",4,"22,874"
"Burundi",2018,"260","Rhode Island","6","Providence",6,"22,874"
"Burundi",2018,"260","Tennessee","27","Chattanooga",20,"22,874"
"Burundi",2018,"260","Tennessee","27","Knoxville",2,"22,874"
"Burundi",2018,"260","Tennessee","27","Memphis",5,"22,874"
"Burundi",2018,"260","Texas","33","Abilene",10,"22,874"
"Burundi",2018,"260","Texas","33","Fort Worth",21,"22,874"
"Burundi",2018,"260","Texas","33","Houston",2,"22,874"
"Burundi",2018,"260","Utah","10","Salt Lake City",10,"22,874"
"Burundi",2018,"260","Vermont","8","Colchester",8,"22,874"
"Burundi",2018,"260","Virginia","2","Charlottesville",1,"22,874"
"Burundi",2018,"260","Virginia","2","Woodbridge",1,"22,874"
"Burundi",2018,"260","Washington","4","Seatac",4,"22,874"
"Burundi",2018,"260","Wisconsin","5","Madison",5,"22,874"
"Cameroon",2018,"18","Colorado","5","Denver",3,"22,874"
"Cameroon",2018,"18","Colorado","5","Lakewood",2,"22,874"
"Cameroon",2018,"18","Illinois","1","Aurora",1,"22,874"
"Cameroon",2018,"18","Michigan","2","Grand Rapids",1,"22,874"
"Cameroon",2018,"18","Michigan","2","Kalamazoo",1,"22,874"
"Cameroon",2018,"18","Nevada","3","Las Vegas",3,"22,874"
"Cameroon",2018,"18","Pennsylvania","1","Pittsburgh",1,"22,874"
"Cameroon",2018,"18","South Carolina","4","Columbia",4,"22,874"
"Cameroon",2018,"18","Texas","1","Houston",1,"22,874"
"Cameroon",2018,"18","Washington","1","Seattle",1,"22,874"
"Central African Republic",2018,"150","Arizona","11","Tucson",11,"22,874"
"Central African Republic",2018,"150","California","13","San Diego",13,"22,874"
"Central African Republic",2018,"150","Colorado","13","Colorado Springs",3,"22,874"
"Central African Republic",2018,"150","Colorado","13","Denver",6,"22,874"
"Central African Republic",2018,"150","Colorado","13","Lakewood",4,"22,874"
"Central African Republic",2018,"150","Delaware","3","Wilmington",3,"22,874"
"Central African Republic",2018,"150","Florida","2","Jacksonville",2,"22,874"
"Central African Republic",2018,"150","Georgia","18","Atlanta",18,"22,874"
"Central African Republic",2018,"150","Idaho","7","Boise",7,"22,874"
"Central African Republic",2018,"150","Illinois","7","Chicago",7,"22,874"
"Central African Republic",2018,"150","Indiana","3","Indianapolis",3,"22,874"
"Central African Republic",2018,"150","Louisiana","6","Baton Rouge",6,"22,874"
"Central African Republic",2018,"150","Massachusetts","8","Worcester",8,"22,874"
"Central African Republic",2018,"150","Michigan","2","Grand Rapids",2,"22,874"
"Central African Republic",2018,"150","Missouri","1","Kansas City",1,"22,874"
"Central African Republic",2018,"150","New York","3","Syracuse",3,"22,874"
"Central African Republic",2018,"150","North Carolina","14","Durham",6,"22,874"
"Central African Republic",2018,"150","North Carolina","14","Greensboro",2,"22,874"
"Central African Republic",2018,"150","North Carolina","14","Raleigh",6,"22,874"
"Central African Republic",2018,"150","Ohio","7","Cleveland",7,"22,874"
"Central African Republic",2018,"150","Oregon","6","Portland",6,"22,874"
